Bill Number,Short Title,Ministry,Member,Date of Introduction,Debate/Date Passed in LS,Debate/Date Passed in RS,Status,Act No,Assent Date,Gazeette Notification,Referred to Committee Date
23,"The Salary, Allowances and Pension of Members of Parliament (Amendment) Bill, 1999                                                                                                                      ",PARLIAMENTARY  AFFAIRS,,3 May 1999,3 Aug 1999,3 Oct 1999,Assented,16  of 1999,22/03/1999 ,https://sansad.in/getFile/BillsPDFFiles/Notification/1999-23-gaz.pdf?source=loksabhadocs,
56,"The Appropriation (Railways) No.3 Bill, 1999                                                                                                                                                            ",RAILWAYS,,22 Apr 1999,22 Apr 1999,23 Apr 1999,Assented,25  of 1999,05/11/1992 ,https://sansad.in/getFile/BillsPDFFiles/Notification/1999-56-gaz.pdf?source=loksabhadocs,
64,"The Appropriation (No.3) Bill,1999                                                                                                                                                                      ",,,22 Apr 1999,22 Apr 1999,23 Apr 1999,Assented,26  of 1999,05/11/1999 ,https://sansad.in/getFile/BillsPDFFiles/Notification/1999-64-gaz.pdf?source=loksabhadocs,
37,"The Appropriation Bill,1999                                                                                                                                                                             ",,,17 Mar 1999,17 Mar 1999,,Assented,23  of 1999,04/01/1999 ,https://sansad.in/getFile/BillsPDFFiles/Notification/1999-37-gaz.pdf?source=loksabhadocs,
38,"The Appropriation (No.2) Bill,1999                                                                                                                                                                      ",,,17 Mar 1999,17 Mar 1999,,Assented,24  of 1999,04/01/1999 ,https://sansad.in/getFile/BillsPDFFiles/Notification/1999-38-gaz.pdf?source=loksabhadocs,
40,"The Appropriation (Vote on Account) Bill, 1999                                                                                                                                                          ",,,17 Mar 1999,17 Mar 1999,,Assented,22  of 1999,04/01/1999 ,https://sansad.in/getFile/BillsPDFFiles/Notification/1999-40-gaz.pdf?source=loksabhadocs,
28,"The Appropriation (Railways) Vote on Account Bill, 1999                                                                                                                                                 ",RAILWAYS,,13 Mar 1999,13 Mar 1999,,Assented,18  of 1999,31/03/1999 ,https://sansad.in/getFile/BillsPDFFiles/Notification/1999-28-gaz.pdf?source=loksabhadocs,
35,"The Appropriation (Railways) No.2 Bill,1999                                                                                                                                                             ",RAILWAYS,,13 Mar 1999,13 Mar 1999,,Assented,20  of 1999,31/03/1999 ,https://sansad.in/getFile/BillsPDFFiles/Notification/1999-35-gaz.pdf?source=loksabhadocs,
36,"The Appropriation (Railways) Bill,1999                                                                                                                                                                  ",RAILWAYS,,13 Mar 1999,13 Mar 1999,,Assented,19  of 1999,31/03/1999 ,https://sansad.in/getFile/BillsPDFFiles/Notification/1999-36-gaz.pdf?source=loksabhadocs,
XLI                 ,"The Geographical Indications of Goods (Registration and Protection) Bill, 1999                                                                                                                          ",,,12 Mar 1999,22 Dec 1999,16 Dec 1999,Assented,48  of 1999,30/12/1999 ,,
XLII                ,"The Special Protection Group (Amendment) Bill, 1999                                                                                                                                                     ",HOME AFFAIRS,,12 Mar 1999,12 Sep 1999,12 Mar 1999,Assented,35  of 1999,16/12/1999 ,,
22,"The Financial Bill, 1999                                                                                                                                                                                ",,,27 Feb 1999,22 Apr 1999,23 Apr 1999,Assented,27  of 1999,05/11/1999 ,https://sansad.in/getFile/BillsPDFFiles/Notification/1999-22-gaz.pdf?source=loksabhadocs,
19,"The Finance (No.2) Amendment Bill, 1999                                                                                                                                                                 ",FINANCE,,26 Feb 1999,3 May 1999,3 Oct 1999,Assented,12  of 1999,18/03/1999 ,,
19,"The Finance (No.2) Amendment Bill, 1999                                                                                                                                                                 ",,,26 Feb 1999,3 May 1999,3 Oct 1999,Assented,12  of 1999,18/03/1999 ,,
V                   ,"The Army & Air Force (Disposal of Private Property) Amendment Bill, 2000                                                                                                                                ",DEFENCE,,25 Feb 1999,16 Aug 2000,26 Jul 2000,Assented,31  of 2000,25/08/2000 ,,
XXXIII              ,"The Trade Marks Bill, 1999                                                                                                                                                                              ",COMMERCE AND INDUSTRY,,12 Jan 1999,22 Dec 1999,16 Dec 1999,Assented,47  of 1999,30/12/1999 ,,
XLVI                ,"The Immigration (Carriers Liability) Bill, 2000                                                                                                                                                         ",HOME AFFAIRS,,23 Dec 1998,30 Nov 2000,24 Nov 2000,Assented,53  of 2000,12/11/2000 ,,
174,"The Companies (Amendment) Bill, 1998                                                                                                                                                                    ",,,22 Dec 1998,3 May 1999,3 Dec 1999,Assented,21  of 1999,04/01/1999 ,https://sansad.in/getFile/BillsPDFFiles/Notification/1998-174-gaz.pdf?source=loksabhadocs,
159,"The Customs (Amendment) Bill, 1998                                                                                                                                                                      ",,,21 Dec 1998,22 Dec 1998,23 Dec 1998,Assented,8  of 1999,01/08/1999 ,https://sansad.in/getFile/BillsPDFFiles/Notification/1998-159-gaz.pdf?source=loksabhadocs,
168,"The Appropriation (No.4) Bill,1998                                                                                                                                                                      ",,,21 Dec 1998,21 Dec 1998,23 Dec 1998,Assented,10  of 1999,01/08/1999 ,https://sansad.in/getFile/BillsPDFFiles/Notification/1998-168-gaz.pdf?source=loksabhadocs,
